,link,image,addr,zip,redfin_price,sold_price,Beds,Bath,SqFt,YearBuilt,SoldTime,Disc,Stories,Style,Community,County,LotSize,ElemSchool,MidSchool,HighSchool,Walk,Transit,Bike
48,26547161,/073e564d66a09f8e650a8f381f4aaeb7_genMid.17085658_0.jpg,4648 SE 33rd Pl,97202,570522,563000,3,3,1971,1969,SOLD 2/13/18,"Back on market NOT due seller or home, so now is your chance to live in this updated Midcentury near Reed College! Perfect easy family living. 2014 chef's kitchen remodel; mahogany, granite, SS appliances including a wine fridge, newer hardwoods & updated bathrooms. Large fenced yard. Lower level features family room, bonus room, AND a THIRD full bathroom! Close to TJ's, Reed College, parks, schools, restaurants, Woodstock, & TriMet!",2,"Split, Mid-Century Modern",Multnomah,17085658,"6,148 Sq. Ft.",5,5,6,66,48,88
49,26463480,/f4c4802f140406edc3e8780980d2b2b6_genMid.17037455_0.jpg,4815 SE Cesar E Chavez Blvd,97202,466952,465000,4,1.5,1548,1924,SOLD 2/13/18,"Charm galore in this remodeled bungalow in Reed College area. Gleaming hrdwds, blt-ins, cozy FP, period moldings, orig multi-paned windows/door, Jack/Jill bath, mudrm, and a private, fully-fncd yrd. NEW: roof, hi-eff gas furn, swr line, rewire, replumb, s/s applncs, custom kitch cabs, bth fxtrs, more. A close-in retreat and a walker's Paradise! Easy access to schools, parks, shops, transit, TJ's, more. Must see!",2,Bungalow,Multnomah,17037455,"5,421 Sq. Ft.",5,5,6,56,47,81
50,26316470,/206baffa71059788e9862584c9c9355f_genMid.18117086_0.jpg,3705 SE Long St,97202,385662,379900,2,1,817,1950,SOLD 2/09/18,"Beautiful renovation w/attention2detail!1-lvl,move-in ready in Reed near Tradr Joes,Starbcks,parks&schools!84BikeScore!Real wood flrs,amazing ktchn w/shaker cabs,slabQuartz,SS applncs&tile!Can lghts,all new paint,new plmbng&lghtng fixtrs,vinyl wndws, frcd air heat,natural lght,designr accents,renovatd bthrm w/extensive tile&double vanity!Fencd yrd,room forRV/boat,attachd garage!",1,"Bungalow, 1 Story",Portland Southeast,Multnomah,"5,460 Sq. Ft.",5,5,6,73,49,84
51,26438299,/bd426e262496aae11a883bec9dc8f1b6_genMid.17664849_0.jpg,4230 SE Pardee St,97206,406801,393500,3,1,1008,1969,SOLD 2/07/18,"Classic, well loved ranch home with the ideal Portland amenities. This cozy home features new exterior paint, windows, floors, updated bathroom with heated floor, A/C, and newer appliances and sewer line! Enjoy culinary and medicinal herbs and fruit from your Permacultured front and private back yard. This home is ideal for walkers, bikers and public transportation. Shop at TJ's,New Seasons,Natural Pets, and restaurants in Woodstock!",1,Ranch,Multnomah,17664849,"4,994 Sq. Ft.",5,5,6,67,51,90
52,26530986,/8f1485272e1ce43ba9fc87db0742e39c_genMid.17106901_0.jpg,7912 SE 32nd Ave,97202,647207,640000,3,2,2110,1932,SOLD 1/26/18,"Offers due 12/13 by 10:00 am. Old World English exudes charm & elegance w/a modern twist! Featured in the Oregonian & on the Duniway Tour of Homes this home boasts vaulted box beam ceilings,hardwood & fir floors, built-ins.Custom remodeled kitchen w/quartz counters, designer tile high end appliances! Copper door and gutters! Private fenced, well manicured yard with detached garage & adjoining studio.Located in the heart of Eastmoreland!",3,English,Multnomah,17106901,"5,000 Sq. Ft.",8,8,6,46,51,72
53,26397263,/d177eb705347278a255e9949dca23422_genMid.17355416_0.jpg,4105 SE 9th Ave,97202,443201,430000,2,2,1732,1926,BOUGHT WITH REDFIN 1/24/18,"NEW PRICE!!! Updated Brooklyn bungalow! Gorgeous kitchen featuring soft-close cabinets, quartz counters & SS appliances. Stylish tiled bathroom on main, beautiful bamboo floors, new roof, newer vinyl windows, fresh paint in & out. Cozy gas fireplace + built-ins. 2 bedrooms on main & 3rd (possibly 4th) non-conforming downstairs along w/bonus rooms & 2nd bathroom. Easy commute & hot area!",2,"Bungalow, 2 Story",Multnomah,17355416,"4,760 Sq. Ft.",5,5,6,54,58,95
55,26336040,/46a4175874eee262ab6f34e2676af25e_genMid.17525573_1.jpg,2915 SE 35th Ave,97202,592301,551000,3,2,2378,1907,SOLD 12/27/17,"Great location-3 blocks S. of Division. Cycle /walk to restaurants & shops on SE Division. Large front porch, dining room, living room w/built ins, fireplace, hardwood floors & moldings. Kitchen updated w/quartz counter tops, a rolling island, eat in area & tile floors, one bedroom w/walk in closet, updated bathroom & 3rd bedroom on the main floor. Master bed/bath & storage on top floor. Full basement, detached garage & fenced yard.",3,"Bungalow, Craftsman",Multnomah,17525573,"4,250 Sq. Ft.",5,5,6,80,52,91
56,26549058,/524dce158a993c125d0de7f6b8e04750_genMid.17637788_0.jpg,1134 SE Lexington St,97202,563956,620785,3,2,1948,1905,SOLD 12/27/17,"STUNNER IN SELLWOOD! Perfectly situated between Sellwood Park and a highly popular retail stretch of restaurants, cafes, shops and the Sellwood Library, this light-filled home is loaded with character and perfectly mixes original charm with modern updates. Highlights include wood floors throughout, tall ceilings, a beautifully upgraded kitchen, a main floor master suite, updated windows and a large, private yard with covered wood deck.",2,Victorian,SELLWOOD,Multnomah,"5,000 Sq. Ft.",8,8,6,94,40,96
57,26578484,/338fcfdba4118ea2874fec8d44360993_genMid.17183758_1.jpg,4742 SE 37th Ave,97202,371077,350000,2,1,807,1922,SOLD 12/22/17,"Amazing value in this darling home! VERY live-able w/updated kitchen featuring slate backsplash & cement counters, dark fir floors in living room, large bathroom w/Travertine marble floor, newer carpet in bedrooms, tons of attic storage, private backyard, newly painted exterior, new porch 2016, & off street parking. Close to Trader Joe's, Kenilworth Park, Grout Elementary, Woodstock, coffee shops, & Reed! Move right in or great rental!",1,Bungalow,Multnomah,17183758,"3,220 Sq. Ft.",5,5,6,73,49,84
58,109514647,/b194df433c7f31144e738b79029d184e_genMid.17296687_0.jpg,3925 SE 36th Ave,97202,497699,499900,3,2.5,1576,2017,SOLD 12/15/17,"Beautiful New Vintage Portland home! Certified Earth Advantage home with all of the modern conveniences. Master suite with a double sink, tiled shower, walk-in closet. Custom built-ins, slab quartz counters, and stainless appliances. Open, sunny great room with a fireplace. Sustainable, energy efficient, and quality craftsmanship built to perfection. Great location! Walk to parks, restaurants, and shops!",2,Old Portland,CRESTON - KENILWORTH,Multnomah,"2,525 Sq. Ft.",5,5,6,79,52,91
59,26299380,/6bf8ef14d52ff045714e61f258eae941_genMid.17405444_8.jpg,1924 SE Bidwell St,97202,891628,1151835,3,3,2982,2017,SOLD 12/12/17,"Striking new modern home in sought-after Westmoreland. Expansive & open main floor, 10' ceilings, huge covered chef's patio, main floor guest suite, walls of windows. Generous master suite with huge walk-in closet. Vaulted 3 beds, 2 baths, laundry & bonus upstairs. Massive deck off bonus. Oversized lot. Rare attached 2 car garage. Photos are representative.",2,"Contemporary, 2 Story",Multnomah,17405444,"5,415 Sq. Ft.",8,8,6,78,49,99
60,26543246,/3b7173b772d6853869e57be32f42f26e_genMid.17199909_0.jpg,7101 SE 36th Ave,97202,473198,499900,3,2,2455,1926,SOLD 12/06/17,"New price!!! Opportunity Knocks.  Make this Eastmoreland home yours with your creative touches. Check out this spacious 0.15 acre lot with the home offering formal dining, fireplace in the spacious living room, bedroom on the main with full bathroom and much more.  Do not forget to check out the amazing hardwoods, lined pool in the back yard, and the beautiful trees.  Schedule an appointment today.",3,Capecod,Multnomah,17199909,"6,500 Sq. Ft.",8,8,6,51,46,84
61,25865466,/f3fe123ca50ee4c892bc2c297825f92b_genMid.17545837_0.jpg,4125 SE 34th Ave,97202,517418,518000,3,2,2108,1925,BOUGHT WITH REDFIN 11/20/17,"The inviting front porch of this charming home welcomes you inside and the warm character implores you to stay. Cozy up to the fireplace, relax in your jetted tub or watch the rain from the shelter of your covered patio. The spacious basement could be made in to separate living quarters or used as your master suite. This ideal location is just blocks from restaurants on Gladstone, Woodstock, Clinton and Division!",3,Bungalow,Multnomah,17545837,"5,000 Sq. Ft.",5,5,6,77,51,84
62,26574198,/c5f96a1b3dd7527a0dc82252bac50f06_genMid.18569686_0.jpg,2302 SE Harney St,97202,391917,380000,2,1,1104,1923,SOLD 2/26/18,"Adorable close in Sellwood at amazing price! Updated bamboo flooring throughout. Updated kitchen with granite counters and stainless appliances. Updated windows, updated bathroom with subway tile shower. Walk to tri-met and Johnson Creek Park. Enjoy the sunny days on your back paver patio. [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/pdf/R262237-20180108.pdf]",2,Bungalow,Multnomah,18569686,"4,500 Sq. Ft.",8,8,6,70,52,96
64,26503849,/2cd5d5935f54910b44272fe74626dc43_genMid.18491447_0.jpg,1826 SE Lambert St,97202,540572,539000,3,1.5,2786,1939,SOLD 11/09/18,"This is the Moreland/Sellwood location of your dreams: just blocks from the dining/shopping hub, but with no inconveniences of traffic/parking/construction! Warm, charming classic home w/ excellent flow, spacious rms, well laid out kit w/ ample cabinets & eating nook; 2 main floor BR + a delightful upstairs bedroom/sitting room. Large bsmt family room; private back yard with deck. Don't miss this opportunity! Walkscore 85, Bikescore 83. [Home Energy Score = 3. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10090891-20180912]",3,Traditional,Multnomah,18491447,"5,363 Sq. Ft.",8,8,6,84,48,99
65,45105441,/eaba4f2338bbb3fc6bd7816b6634022a_genMid.18584742_0.jpg,1663 SE Lambert St,97202,724696,724900,4,3.5,2398,2013,SOLD 11/07/18,"Contemporary Sellwood beauty with gorgeous, custom features. Fantastic floor plan:great room concept perfect for entertaining but quiet spaces for bedrooms & den. South facing balcony off of the living room is great to enjoy a beautiful fall day. Windows throughtout make it light & bright.The gourmet kitchen features spacious island open to the dining room/living room. The ensuite master is luxurious. A perfect 10! Open  9/30 11-1 [Home Energy Score = 5. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10148874-20180927]",3,Contemporary,Multnomah,18584742,"2,323 Sq. Ft.",8,8,6,90,47,95
66,147381221,/fc0c2c61b149221568538274406edd1f_genMid.18337709_0.jpg,2021 SE Woodward St Unit A/B,97202,858216,900000,5,3.5,2552,2017,SOLD 11/02/18,"Gorgeous Contemporary Home with full ADU in the heart of Hosford-Abernethy Neighborhood with a walk score of 92. Travel Portland notes that this SE neighborhood sets itself apart with a rich crop of distinct restaurants and community.  Every surface in this home is immaculate and gives a sense of space and natural light. 1Bed/1Bath ADU with W/D, Separate entrance and patio allow for long term guests or mortgage share options. [Home Energy Score = 6. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10171627-20181001]",3,Contemporary,Multnomah,18337709,—,9,5,6,91,62,100
67,25847288,/1673a2dccb5be76cf214097fc3207948_genMid.18690614_9.jpg,1145 SE Bidwell St,97202,846351,880000,3,3,3469,1905,SOLD 11/01/18,"This fantastic home features a 2nd story addition with a stunning and spacious master suite. The gourmet kitchen opens to the family room with fireplace and both look out on to the covered deck, expansive yard and garden area. Seismic upgrades, unique and quality woodwork, high ceilings throughout, potential for an ADU in the basement and prime Sellwood location combine to make this house your perfect urban oasis. [Home Energy Score = 7. HES Report at https://api.greenbuildingregistry.com/report/pdf/R134181-20180510.pdf]",3,"Bungalow, Custom Style",Multnomah,18690614,2,8,8,6,94,43,86
68,26550673,/a97e9cb87d3a12e76ce2556d24544428_genMid.18194775_0.jpg,7745 SE 18th Ave,97202,517001,514900,3,1,1504,1925,SOLD 10/25/18,"This storybook home will steal your heart! Updated with love, it features an updated kitchen with quartz counters and new appliances, mini-split heat pumps for efficient heating and cooling, copper plumbing, original wood floors, a detached garage and a lovely, peaceful backyard with mature landscaping and high-producing vegetable garden. Plus, walk less than a half mile to numerous shops, restaurants and parks! [Home Energy Score = 8. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10076308-20180912]",3,Bungalow,Multnomah,18194775,"5,000 Sq. Ft.",8,8,6,84,48,99
70,26364602,/08e0f26533ba404257e3d844fe596ad4_genMid.18464799_0.jpg,5360 SE 37th Ave,97202,522860,525000,4,2,2367,1952,SOLD 10/12/18,"Beautiful mid-century home w/ dark oak floors, coved ceilings and brick fireplace. Kitchen w/ nook, dining & built-ins. Finished basement has a great-room with 2nd fireplace, full bath, utility area and bonus non conforming 4th bed/office. Top floor is a huge open room, could be dormered out for huge potential. Located in a quiet neighborhood by Reed canyon, near Woodstock and many other local amenities. [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/hes/R220925-20180307]",3,Traditional,Multnomah,18464799,"6,710 Sq. Ft.",5,5,6,61,47,80
71,101686673,/ab95dc57fe4693e075fb690fb6545cd1_genMid.18349799_0.jpg,5118 SE 40th Ave,97202,701644,710000,4,2.5,2534,2016,SOLD 10/10/18,"Old PDX style home, quiet st. near Woodstock w/ easy access to shopping, dining, etc!  Covered front & back porches w/ wd ceiling detail. Fenced & wonderfully landscaped!  Top finishes and DETAIL.  Quartz Counter tops, ss kitchen w/ great room!  Built Ins, gas fp, extra living rm on main, butler's pantry w/ wine fridge/storage.  HW floors on upper AND main!  Master w/ dbl sink, walk-in shower, soaking tub wk-in closet.  Don't miss this!",3,"Old Portland, Traditional",WOODSTOCK AREA,Multnomah,"4,200 Sq. Ft.",7,5,6,70,48,86
72,26554619,/d8384a5afbf0bc8e52d73d4066bc48ba_genMid.18552895_0.jpg,1543 SE Miller St,97202,645390,630000,3,2,2182,1946,SOLD 10/08/18,"Well maintained with so much period detail!  Excellent location close to shops, restaurants, schools, parks and more in Westmoreland.  Hardwoods on main, fireplace, and updated baths.  Master suite up with builtins, walk in closet and bath.  Gorgeous fenced backyard with composite deck and built in seats.  Great potential for mother in law or ADU in basement with side entry off driveway. [Home Energy Score = 4. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10128341-20180828]",3,"English, Traditional",Multnomah,18552895,"5,000 Sq. Ft.",8,8,6,93,43,97
73,26511440,/3dcb27158584311d30f2ec0b9656a58f_genMid.18275719_2.jpg,5845 SE 23rd Ave,97202,496205,483000,3,2,1750,1942,SOLD 10/05/18,"Easy ADU potential, 2 FULL bathrooms (one on main, one in finished basement), new stainless steel appliances in kitchen, washer/dryer/fridge included with full price offer, brand new flooring in laundry room, hardwoods revitalized, new tile/slate floors.  Fenced yard!  Truly turn-key and enjoy.  Minutes from parks, Reed College, historic landmarks, shops and restaurants. [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/pdf/R304481-20180703.pdf]",2,Capecod,Multnomah,18275719,"4,699 Sq. Ft.",8,8,6,67,51,92
75,26302356,/04fba58ab014287774a4f9d1392059dc_genMid.18387098_0.jpg,7124 SE 32nd Ave,97202,608536,560000,3,2,2022,1935,SOLD 9/26/18,"Completely remodeled English style home in the heart of Eastmoreland! Maintaining all the Tudor character & charm, this 3br 2ba home features lovely trim work throughout, abundant natural light, wood & tile floors, & gorgeous finishes. With 2 living spaces there's ample room to spread out. Open concept kitchen boasts a beautiful tile backsplash, pantry, SS appliances & ample storage space. This one is light, bright & ready for viewing! [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/hes/OR10037004-20180802]",3,"English, Tri Level",Multnomah,18387098,"5,000 Sq. Ft.",8,8,6,51,47,82
76,26338718,/fa3788f7f5ec4107a51984db6d157a00_genMid.18032953_0.jpg,3825 SE Carlton St,97202,442696,417000,2,1.5,2426,1927,SOLD 9/24/18,Best and Final offer due by 5PM 9/11/18.  Location Location borders Eastmoreland & Woodstock. This home has been in the family since it was built.  First time on market and offers great bones and mostly original condition.  Transform this Gem for it's next chapter.   Unfinished basement offers nearly 1000 sq ft.  Duniway Elementary!Estate sold As-Is condition.,2,"Traditional, Tudor",Multnomah,18032953,"5,000 Sq. Ft.",8,8,6,76,48,94
77,26584257,/6ec5f55573a08b872cf90e223ba45095_genMid.18673975_0.jpg,3425 SE 15th Ave,97202,501507,490000,3,2,1672,1922,SOLD 9/24/18,"Cute Brooklyn Bungalow just 2 blocks from the Orange Line! Open floor plan perfect for entertaining. Slider to the wonderful back yard with covered patio for those back yard BBQ's, raised garden bed with in ground sprinklers. Updated finishes and new high efficiency furnace and AC unit. Laundry on lower level with bathroom and 2 bedrooms, master has his and her closets. Plenty of parking with the one car attached garage. [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/hes/OR10077853-20180814]",2,"Bungalow, 2 Story",Portland Southeast,Multnomah,"5,000 Sq. Ft.",5,5,6,86,60,98
78,26342738,/060235c8eace8b954ebefa7969058c50_genMid.18244227_9.jpg,5216 SE 32nd Ave,97202,680736,684000,4,2.5,2775,1973,SOLD 9/21/18,"Spacious single level on desirable street surrounded by beautiful homes. Large living room, dining room, kitchen & family room w/easy flow; perfect for entertaining. Recently updated kitchen w/granite counters & SS appliances. Large master bedroom w/walk-in closet and double shower.  Plenty of storage throughout. New carpet, tile & paint make this home move-in ready. Next to Reed College. Close to EastMoreland Golf & WestMoreland Park.",1,"Ranch, Mid-Century Modern",Multnomah,18244227,"9,148 Sq. Ft.",5,5,6,56,47,86
